what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1351104549316
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1351104549324
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1351104549341
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1351104549414
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1351104549486
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1351104549498
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1351104549499
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1351104549507
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1351104549524
os,sysinfo,,,"macosx",1351104549527
arch,sysinfo,,,"x86_64",1351104549527
ws,sysinfo,,,"cocoa",1351104549527
locale,sysinfo,,,"fr_FR",1351104549527
processors,sysinfo,,,"4",1351104549527
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1351104549527
java.runtime.version,sysinfo,,,"1.6.0_33-b03-424-10M3720",1351104549527
java.specification.name,sysinfo,,,"Java Platform API Specification",1351104549527
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1351104549527
java.specification.version,sysinfo,,,"1.6",1351104549527
java.vendor,sysinfo,,,"Apple Inc.",1351104549527
java.version,sysinfo,,,"1.6.0_33",1351104549527
java.vm.info,sysinfo,,,"mixed mode",1351104549527
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1351104549527
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1351104549527
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1351104549527
java.vm.specification.version,sysinfo,,,"1.0",1351104549527
java.vm.vendor,sysinfo,,,"Apple Inc.",1351104549527
java.vm.version,sysinfo,,,"20.8-b03-424",1351104549527
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1351104549535
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1351104549707
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1351104551155
started,bundle,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms",1351104551284
started,bundle,org.eclipse.wst.sse.core,1.1.601.v201108151912,"org.eclipse.wst.sse.core",1351104551652
started,bundle,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.adt",1351104551697
