what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350834225415
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350834225486
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1350834227129
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350834227298
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350834227377
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1350834228621
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350834228829
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1350834249088
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350834274821
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350834280947
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350834298064
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350834909882
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350834911100
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350834928400
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350834929988
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350834931151
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350834931580
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350834932304
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350834932940
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350835581375
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1350835601455
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350835612582
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350835614386
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350835614425
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1350835614492
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350835615800
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350835631669
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350835675235
