what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350412907704
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350412947929
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350412948057
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350412948129
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350412948180
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1350412949463
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350412950921
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350412954235
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350412954363
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350412954443
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350412954506
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1350412956291
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350412957256
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350412976837
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350412978601
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350413041539
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350413048667
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350413051649
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350413054640
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1350413075346
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350413134550
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350413177430
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1350413220900
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1350413222732
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1350413225302
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350413227021
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350413232270
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350413254979
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350413255073
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.saveAll",1350413286098
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350413287546
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350413302644
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350413303863
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350413312620
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350413346305
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350413351588
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350413408917
