what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1350831238184
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350831239111
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350831240442
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350831241234
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350831246802
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350831252676
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1350831252769
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350831254515
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350831365103
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350831382150
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350831398723
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350831407846
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350831412855
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350831414808
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350831420999
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350831428040
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350831432933
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1350831433006
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350831434558
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350831691902
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350831697341
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350831698574
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350831702292
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350831705733
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350831712034
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1350831712105
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350831712600
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350831968334
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350831977080
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350831983497
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350832063309
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350832185745
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1350832191800
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1350832194404
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1350832225196
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1350832231248
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350832236288
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350832241681
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.export",1350832241763
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350832242758
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350832548641
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350832552367
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350832557751
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350832560679
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350832570256
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350832577840
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1350832984898
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350832985031
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1350832988919
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350833044532
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350833050690
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1350833051117
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1350833051748
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1350833052238
stopped,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1350833052252
